1118,Jeff Bennett
1119,Joe Bennett
1120,Joel Bennett
1121,Pug Bennett
1122,Shayne Bennett
1123,Henry Benn
1124,Joaquin Benoit
1125,Allen Benson
1126,Joe Benson
1127,Kris Benson
1128,Vern Benson
1129,Cy Bentley
1130,Jack Bentley
1131,Al Benton
1132,Butch Benton
1133,Larry Benton
1134,Rabbit Benton
1135,Rube Benton
1136,Sid Benton
1137,Chad Bentz
1138,Todd Benzinger
1139,Joe Benz
1140,Johnny Berardino
1141,Lou Berberet
1142,Jeff Berblinger
1143,Jason Bere
1144,Bruce Berenyi
1145,Juan Berenguer
1146,Augie Bergamo
1147,Dave Berg
1148,Bill Bergen
1149,Boze Berger
1150,Brandon Berger
1151,Brad Bergesen
1152,Clarence Berger
1153,Heinie Berger
1154,Joe Berger
1155,Johnny Berger
1156,Marty Bergen
1157,Peter Bergeron
1158,Tun Berger
1159,Wally Berger
1160,John Bergh
1161,Marty Berghammer
1162,Justin Berg
1163,Al Bergman
1164,Christian Bergman
1165,Dave Bergman
1166,Dusty Bergman
1167,Jason Bergmann
1168,Moe Berg
1169,Sean Bergman
1170,William Bergolla
1171,Frank Berkelbach
1172,Jason Berken
1173,Nate Berkenstock
1174,Lance Berkman
1175,Jack Berly
1176,Bob Berman
1177,Curt Bernard
1178,Dwight Bernard
1179,Joe Bernard
1180,Roger Bernadina
1181,Tony Bernazard
1182,Victor Bernal
1183,Adam Bernero
1184,Bill Bernhard
1185,Juan Bernhardt
1186,Walter Bernhardt
1187,Carlos Bernier
1188,Doug Bernier
1189,Johnny Bero
1190,Dale Berra
1191,Dennis Berran
1192,Yogi Berra
1193,Ray Berres
1194,Angel Berroa
1195,Geronimo Berroa
1196,Charlie Berry
1197,Charlie Berry
1198,Claude Berry
1199,Damon Berryhill
1200,Joe Berry
1201,Joe Berry
1202,Joe Berry
1203,Ken Berry
1204,Neil Berry
1205,Quintin Berry
1206,Sean Berry
1207,Tom Berry
1208,Frank Bertaina
1209,Dick Bertell
1210,Harry Berte
1211,Harry Berthrong
1212,Mike Bertotti
1213,Reno Bertoia
1214,Lefty Bertrand
1215,Andres Berumen
1216,Fred Besana
1217,Bob Bescher
1218,Don Bessent
1219,Herman Besse
1220,William Bestick
1221,Karl Best
1222,Jim Beswick
1223,Dellin Betances
1224,Rafael Betancourt
1225,Yuniesky Betancourt
1226,Frank Betcher
1227,Wilson Betemit
1228,Christian Bethancourt
1229,Bill Bethea
1230,Jim Bethke
1231,Jeff Bettendorf
1232,Larry Bettencourt
1233,Chad Bettis
1234,Harry Betts
1235,Huck Betts
1236,Mookie Betts
1237,Bruno Betzel
1238,Kurt Bevacqua
1239,Hal Bevan
1240,Bill Bevens
1241,Jason Beverlin
1242,Ben Beville
1243,Brian Bevil
1244,Lou Bevil
1245,Monte Beville
1246,Terry Bevington
1247,Hugo Bezdek
1248,Buddy Biancalana
1249,Jeff Bianchi
1250,Tommy Bianco
1251,Hank Biasatti
1252,Jim Bibby
1253,Dante Bichette
1254,John Bickerton
1255,Vern Bickford
1256,Dan Bickham
1257,Charlie Bicknell
1258,Rocky Biddle
1259,Oscar Bielaski
1260,Mike Bielecki
1261,Harry Biemiller
1262,Lou Bierbauer
1263,Nick Bierbrodt
1264,Randor Bierd
1265,Charles Bierman
1266,Steve Bieser
1267,Carson Bigbee
1268,Lyle Bigbee
1269,Larry Bigbie
1270,Elliot Bigelow
1271,Craig Biggio
1272,Charlie Biggs
1273,Ivan Bigler
1274,George Bignell
1275,Larry Biittner
1276,Dann Bilardello
1277,Jim Bilbrey
1278,Emil Bildilli
1279,Steve Bilko
1280,Brent Billingsley
1281,Bruce Billings
1282,Chad Billingsley
1283,Dick Billings
1284,Harry Billiard
1285,Jack Billingham
1286,Josh Billings
1287,Josh Billings
1288,George Binks
1289,Steve Biras
1290,Jud Birchall
1291,Doug Bird
1292,Frank Bird
1293,George Bird
1294,Red Bird
1295,Dave Birdsall
1296,Mike Birkbeck
1297,Kurt Birkins
1298,Ralph Birkofer
1299,Joe Birmingham
1300,Babe Birrer
1301,Tim Birtsas
1302,Frank Biscan
1303,John Bischoff
1304,Joe Bisenius
1305,Bill Bishop
1306,Bill Bishop
1307,Charlie Bishop
1308,Frank Bishop
1309,Jim Bishop
1310,Lloyd Bishop
1311,Max Bishop
1312,Mike Bishop
1313,Rivington Bisland
1314,Del Bissonette
1315,Hi Bithorn
1316,Joe Bitker
1317,Jeff Bittiger
1318,Red Bittmann
1319,Jim Bivin
1320,Brian Bixler
1321,George Bjorkman
1322,Bill Black
1323,Bob Black
1324,Bud Black
1325,Buddy Black
1326,Charlie Blackburn
1327,Charlie Blackmon
1328,Dave Black
1329,Don Black
1330,Earl Blackburn
1331,Ethan Blackaby
1332,Ewell Blackwell
1333,Fred Blackwell
1334,George Blackburn
1335,George Blackerby
1336,Jim Blackburn
1337,John Black
1338,Joe Black
1339,Lena Blackburne
1340,Nick Blackburn
1341,Ron Blackburn
1342,Tim Blackwell
1343,Travis Blackley
1344,Vic Black
1345,Ray Blades
1346,Rick Bladt
1347,George Blaeholder
1348,Rae Blaemire
1349,Bill Blair
1350,Buddy Blair
1351,Dennis Blair
1352,Footsie Blair
1353,Paul Blair
1354,Walter Blair
